,Labels,Item sets,First Fit Times,First Fit Decreasing Times,Next Fit Times,Next Fit Decreasing Times,Best Fit Times,Best Fit Decreasing Times,Djang-Fitch Times,Djang-Fitch 2 Times
136,"[0.15, 0.1, 0.1, 0.65, 0.45, 0.1, 0.45, 1, 3]","[(66, 98), (45, 33), (94, 71), (63, 14), (40, 78), (98, 47), (13, 52), (22, 28), (83, 59), (7, 16), (91, 15), (62, 51), (22, 62), (14, 12), (42, 32), (65, 18), (76, 68), (66, 11), (50, 37), (18, 81)]",6.923,5.39,7.598,6.544,16.416,16.924,25.59,88.804
137,"[0.1, 0.2, 0.1, 0.6, 0.55, 0.15, 0.3, 1, 5]","[(24, 93), (19, 21), (35, 43), (83, 45), (57, 67), (43, 79), (59, 93), (24, 75), (19, 58), (28, 80), (23, 3), (94, 22), (49, 90), (48, 47), (85, 83), (35, 28), (47, 18), (49, 57), (62, 51), (99, 7)]",6.854,6.119,6.938,5.869,13.404,13.963,28.264999999999997,86.585
138,"[0.05, 0.05, 0.1, 0.8, 0.55, 0.15, 0.3, 1, 7]","[(72, 40), (18, 71), (20, 64), (86, 56), (64, 15), (26, 86), (65, 81), (90, 27), (57, 36), (9, 75), (64, 22), (17, 81), (18, 29), (59, 21), (41, 23), (93, 34), (20, 56), (27, 78), (12, 75), (30, 65)]",6.973,6.773,7.031,6.266,14.638,13.395,23.747,47.857
139,"[0.25, 0.1, 0.0, 0.65, 0.4, 0.15, 0.45, 1, 1]","[(45, 96), (76, 48), (5, 13), (63, 97), (87, 10), (44, 29), (95, 17), (10, 16), (68, 76), (65, 77), (45, 40), (98, 8), (14, 15), (84, 77), (79, 86), (8, 42), (28, 9), (98, 23), (26, 67), (13, 58)]",7.54,5.709,7.037,5.915,20.005,19.090999999999998,27.866,139.14
140,"[0.05, 0.15, 0.1, 0.7, 0.55, 0.2, 0.25, 1, 1]","[(17, 17), (98, 1), (76, 76), (56, 60), (15, 22), (39, 40), (47, 70), (8, 72), (71, 62), (10, 47), (68, 37), (42, 37), (41, 23), (10, 67), (67, 69), (13, 56), (4, 71), (70, 23), (32, 63), (5, 98)]",6.354,5.55,6.858,6.104,11.520999999999999,17.429,27.921999999999997,105.75699999999999
141,"[0.15, 0.2, 0.1, 0.55, 0.45, 0.15, 0.4, 1, 5]","[(60, 22), (27, 92), (86, 51), (54, 61), (59, 3), (70, 64), (39, 70), (1, 9), (1, 65), (11, 2), (77, 29), (53, 98), (83, 44), (73, 73), (99, 40), (75, 70), (26, 39), (69, 10), (15, 30), (81, 18)]",6.718,6.608,7.201,6.149,20.345,22.634,33.989,123.92999999999999
142,"[0.1, 0.0, 0.15, 0.75, 0.5, 0.2, 0.3, 1, 1]","[(2, 60), (2, 82), (21, 95), (3, 55), (23, 83), (77, 74), (16, 41), (90, 28), (35, 20), (26, 8), (62, 96), (23, 65), (85, 33), (8, 53), (61, 46), (80, 11), (43, 44), (51, 9), (33, 45), (32, 65)]",8.006,6.108,8.113,6.090999999999999,16.099,15.450999999999999,25.083,65.396
143,"[0.25, 0.2, 0.05, 0.5, 0.5, 0.2, 0.3, 1, 5]","[(71, 73), (1, 4), (45, 96), (45, 41), (39, 65), (83, 78), (12, 47), (92, 44), (11, 28), (13, 28), (71, 27), (88, 95), (65, 74), (97, 78), (6, 9), (31, 8), (35, 41), (89, 67), (32, 51), (42, 85)]",7.084,6.521999999999999,7.978999999999999,8.642,24.412,30.587,29.2,141.352
144,"[0.05, 0.1, 0.15, 0.7, 0.3, 0.1, 0.6, 1, 5]","[(91, 27), (96, 18), (48, 56), (50, 66), (41, 44), (17, 30), (88, 29), (56, 32), (36, 93), (12, 82), (74, 3), (80, 30), (7, 10), (51, 6), (18, 8), (88, 16), (41, 32), (19, 79), (84, 94), (82, 47)]",6.731999999999999,5.902,7.114999999999999,4.983,11.950999999999999,13.177999999999999,24.458,40.236999999999995
145,"[0.05, 0.1, 0.1, 0.75, 0.45, 0.1, 0.45, 1, 5]","[(77, 22), (22, 50), (91, 15), (21, 64), (88, 1), (27, 43), (3, 4), (27, 63), (52, 2), (68, 51), (20, 77), (28, 60), (29, 87), (2, 20), (90, 11), (65, 69), (67, 27), (31, 97), (67, 76), (6, 6)]",6.795999999999999,7.004,7.003,6.569999999999999,13.097,16.261,25.698999999999998,57.705
146,"[0.2, 0.2, 0.05, 0.55, 0.35, 0.35, 0.3, 1, 1]","[(16, 35), (31, 6), (38, 34), (12, 63), (72, 61), (91, 95), (58, 2), (87, 41), (43, 11), (9, 34), (34, 46), (47, 74), (81, 21), (75, 37), (90, 82), (93, 80), (76, 28), (79, 8), (90, 48), (64, 97)]",9.055,6.965999999999999,7.58,5.819,13.777999999999999,19.508,27.375,71.568
147,"[0.15, 0.15, 0.05, 0.65, 0.55, 0.1, 0.35, 1, 5]","[(78, 13), (28, 95), (42, 89), (40, 5), (9, 91), (18, 98), (55, 1), (63, 14), (89, 7), (10, 6), (58, 98), (72, 58), (90, 69), (49, 45), (92, 6), (3, 39), (64, 96), (77, 58), (1, 63), (7, 77)]",6.592,5.335,7.095,5.718999999999999,15.551,17.904,24.576999999999998,85.972
148,"[0.3, 0.15, 0.05, 0.5, 0.55, 0.25, 0.2, 1, 5]","[(94, 84), (22, 25), (74, 99), (7, 40), (84, 37), (64, 61), (61, 97), (44, 18), (10, 44), (86, 96), (55, 99), (2, 76), (57, 83), (40, 39), (90, 21), (78, 50), (14, 22), (54, 99), (32, 64), (32, 67)]",7.731999999999999,7.548,7.125,6.891,11.588,21.727999999999998,27.5,72.661
149,"[0.25, 0.15, 0.1, 0.5, 0.65, 0.1, 0.25, 1, 4]","[(99, 88), (49, 80), (20, 22), (54, 58), (22, 95), (70, 82), (99, 52), (89, 31), (74, 74), (20, 93), (96, 87), (85, 9), (92, 5), (11, 46), (9, 89), (19, 56), (15, 26), (59, 69), (78, 61), (1, 46)]",6.8309999999999995,6.128,5.886,6.4399999999999995,14.912999999999998,21.119,27.471999999999998,115.883
150,"[0.2, 0.05, 0.2, 0.55, 0.5, 0.05, 0.45, 1, 5]","[(34, 74), (52, 62), (82, 49), (91, 78), (29, 25), (69, 31), (59, 1), (91, 58), (79, 73), (61, 93), (38, 68), (95, 6), (32, 77), (28, 32), (58, 11), (16, 72), (23, 61), (97, 31), (55, 19), (15, 14)]",6.316999999999999,5.8469999999999995,5.8149999999999995,5.4799999999999995,16.124,17.372999999999998,27.831999999999997,95.103
151,"[0.1, 0.25, 0.1, 0.55, 0.35, 0.25, 0.4, 1, 5]","[(47, 19), (90, 90), (97, 6), (99, 69), (29, 73), (84, 16), (99, 47), (26, 32), (62, 57), (95, 36), (18, 18), (33, 94), (3, 43), (69, 1), (98, 48), (59, 71), (41, 10), (42, 69), (55, 5), (4, 49)]",6.792999999999999,6.023,6.745,6.193,18.141,12.866,25.296,68.567
152,"[0.15, 0.25, 0.15, 0.45, 0.65, 0.1, 0.25, 1, 3]","[(7, 41), (36, 83), (93, 99), (68, 14), (37, 82), (22, 89), (51, 66), (65, 55), (97, 59), (30, 97), (68, 23), (61, 79), (87, 54), (23, 33), (94, 91), (51, 35), (78, 5), (20, 54), (65, 26), (47, 78)]",6.322,6.398,6.59,7.122,10.01,14.404,27.232,72.01599999999999
153,"[0.3, 0.15, 0.05, 0.5, 0.6, 0.25, 0.15, 1, 5]","[(93, 97), (6, 36), (47, 86), (74, 50), (82, 95), (95, 84), (1, 86), (39, 38), (63, 95), (12, 98), (85, 84), (54, 24), (92, 88), (94, 4), (62, 78), (70, 38), (38, 38), (8, 11), (9, 58), (4, 97)]",7.425,6.564,7.420999999999999,7.08,18.798,23.198,26.137999999999998,58.802
154,"[0.2, 0.05, 0.0, 0.75, 0.5, 0.05, 0.45, 1, 1]","[(21, 85), (8, 85), (1, 3), (57, 6), (20, 45), (90, 1), (66, 98), (89, 91), (76, 95), (63, 6), (65, 11), (24, 87), (74, 53), (51, 22), (31, 16), (35, 31), (10, 15), (41, 58), (60, 87), (22, 56)]",8.512,6.247,7.417999999999999,6.436999999999999,11.772,20.521,24.939999999999998,85.05799999999999
155,"[0.3, 0.05, 0.05, 0.6, 0.6, 0.25, 0.15, 1, 5]","[(83, 77), (12, 22), (72, 21), (21, 96), (25, 41), (33, 65), (31, 41), (60, 42), (77, 52), (20, 55), (79, 97), (14, 35), (21, 33), (17, 64), (92, 59), (91, 86), (97, 55), (15, 87), (9, 36), (89, 61)]",6.7219999999999995,7.709,6.007,6.3389999999999995,10.421999999999999,21.182,28.718,68.42699999999999
156,"[0.1, 0.15, 0.1, 0.65, 0.4, 0.05, 0.55, 1, 5]","[(75, 79), (70, 75), (43, 26), (47, 81), (65, 72), (7, 33), (98, 17), (96, 1), (73, 42), (22, 16), (10, 13), (14, 95), (87, 8), (79, 9), (38, 93), (31, 97), (42, 1), (27, 26), (8, 71), (72, 15)]",6.536,6.036,5.944999999999999,4.699,19.605999999999998,12.129999999999999,28.828,93.76899999999999
157,"[0.2, 0.05, 0.05, 0.7, 0.5, 0.1, 0.4, 1, 5]","[(65, 28), (20, 87), (90, 96), (3, 85), (40, 85), (4, 28), (44, 51), (86, 7), (67, 26), (4, 97), (84, 64), (43, 46), (25, 6), (41, 40), (78, 72), (92, 66), (86, 33), (21, 27), (25, 24), (2, 86)]",6.279,5.951,6.568,5.718999999999999,12.873999999999999,12.115,21.241,52.129
158,"[0.25, 0.1, 0.05, 0.6, 0.55, 0.15, 0.3, 1, 5]","[(35, 21), (50, 42), (93, 36), (52, 96), (79, 15), (6, 59), (24, 63), (92, 6), (75, 98), (56, 93), (75, 74), (55, 93), (51, 59), (8, 98), (70, 24), (79, 86), (25, 26), (82, 25), (25, 38), (11, 78)]",5.835999999999999,6.093,6.346,5.997999999999999,13.506,19.433999999999997,27.548,70.65599999999999
159,"[0.25, 0.15, 0.0, 0.6, 0.5, 0.25, 0.25, 1, 5]","[(81, 10), (28, 11), (43, 58), (34, 13), (17, 71), (38, 56), (29, 46), (82, 48), (12, 53), (78, 89), (99, 46), (97, 92), (58, 9), (44, 3), (45, 84), (87, 68), (94, 91), (16, 36), (73, 99), (18, 49)]",6.899,7.011,8.116,6.354,12.79,16.889,25.926,65.87299999999999
160,"[0.1, 0.1, 0.1, 0.7, 0.5, 0.25, 0.25, 1, 1]","[(93, 11), (36, 24), (47, 76), (27, 67), (35, 98), (17, 73), (35, 35), (42, 63), (20, 46), (80, 3), (50, 40), (16, 59), (82, 63), (65, 82), (93, 7), (27, 36), (42, 48), (43, 55), (12, 1), (51, 64)]",6.564,6.31,6.702999999999999,5.632,12.761,11.862,25.714,68.029
161,"[0.05, 0.2, 0.0, 0.75, 0.5, 0.15, 0.35, 1, 7]","[(20, 94), (40, 13), (25, 5), (24, 92), (44, 12), (46, 85), (72, 66), (57, 31), (48, 39), (79, 74), (24, 53), (8, 29), (18, 44), (29, 60), (57, 26), (48, 98), (25, 59), (16, 26), (44, 54), (95, 47)]",7.263999999999999,6.044,6.8469999999999995,6.54,13.280999999999999,12.963,26.314,65.332
162,"[0.15, 0.15, 0.0, 0.7, 0.3, 0.25, 0.45, 1, 5]","[(1, 5), (74, 96), (50, 38), (64, 17), (8, 21), (89, 42), (61, 39), (93, 15), (24, 79), (59, 29), (73, 59), (24, 9), (59, 41), (79, 80), (18, 25), (49, 24), (79, 53), (10, 43), (98, 81), (38, 22)]",6.9799999999999995,6.342,6.628,5.851999999999999,11.418,19.413999999999998,25.898,86.006
163,"[0.05, 0.15, 0.2, 0.6, 0.45, 0.15, 0.4, 1, 7]","[(45, 55), (37, 55), (46, 11), (50, 77), (80, 69), (64, 60), (91, 3), (32, 88), (56, 45), (18, 5), (19, 37), (44, 57), (85, 9), (34, 80), (77, 22), (57, 30), (39, 51), (90, 42), (60, 25), (26, 2)]",6.9559999999999995,6.252,6.39,5.199,15.555,15.318,30.09,72.17099999999999
164,"[0.15, 0.15, 0.05, 0.65, 0.6, 0.1, 0.3, 1, 1]","[(4, 95), (50, 88), (37, 1), (36, 86), (13, 53), (16, 85), (11, 34), (96, 76), (80, 62), (7, 46), (78, 64), (56, 94), (93, 25), (18, 66), (96, 9), (35, 3), (97, 72), (8, 16), (44, 53), (30, 12)]",7.661,6.3229999999999995,7.803,7.994,15.081,21.247,24.922,117.02799999999999
165,"[0.4, 0.1, 0.1, 0.4, 0.65, 0.05, 0.3, 1, 5]","[(86, 80), (58, 59), (98, 16), (99, 69), (66, 24), (15, 9), (95, 99), (46, 63), (47, 91), (12, 86), (41, 37), (77, 68), (58, 99), (51, 12), (73, 88), (8, 31), (33, 97), (17, 16), (81, 83), (54, 94)]",7.773,6.3839999999999995,6.904999999999999,7.1,12.686,20.991999999999997,25.244999999999997,82.377
166,"[0.15, 0.1, 0.1, 0.65, 0.3, 0.4, 0.3, 1, 1]","[(1, 45), (33, 47), (43, 12), (71, 34), (70, 47), (94, 94), (34, 72), (97, 40), (92, 96), (62, 93), (96, 17), (1, 44), (48, 15), (76, 41), (37, 95), (44, 40), (40, 6), (82, 24), (2, 67), (70, 23)]",7.875,7.372999999999999,6.771,6.568,14.107,16.116,21.796,58.638
167,"[0.25, 0.1, 0.2, 0.45, 0.55, 0.2, 0.25, 1, 5]","[(57, 55), (79, 53), (88, 48), (76, 34), (34, 10), (31, 39), (12, 71), (99, 69), (92, 32), (74, 93), (30, 3), (13, 54), (79, 80), (37, 48), (65, 51), (38, 26), (16, 12), (80, 85), (64, 99), (26, 80)]",5.955,6.3309999999999995,7.074999999999999,8.030999999999999,16.788999999999998,22.427,26.320999999999998,93.835
168,"[0.0, 0.1, 0.05, 0.85, 0.35, 0.2, 0.45, 1, 5]","[(60, 22), (35, 44), (10, 4), (31, 70), (50, 30), (76, 17), (80, 15), (81, 4), (51, 28), (4, 80), (1, 64), (49, 95), (11, 99), (27, 84), (39, 32), (49, 52), (8, 35), (91, 43), (78, 11), (11, 39)]",7.015,6.252,6.728,6.813,11.225999999999999,13.476999999999999,21.881,36.01
169,"[0.15, 0.2, 0.05, 0.6, 0.35, 0.3, 0.35, 1, 5]","[(71, 41), (69, 10), (76, 21), (32, 76), (97, 71), (87, 23), (90, 78), (31, 55), (24, 17), (91, 48), (72, 90), (23, 67), (58, 3), (70, 49), (30, 20), (90, 49), (60, 76), (9, 41), (36, 11), (52, 46)]",7.138999999999999,5.997,7.045,5.303999999999999,17.246,15.033999999999999,23.945999999999998,68.401
170,"[0.15, 0.25, 0.05, 0.55, 0.55, 0.05, 0.4, 1, 5]","[(67, 81), (3, 43), (95, 89), (76, 51), (91, 30), (8, 86), (5, 97), (45, 19), (76, 62), (27, 7), (90, 13), (21, 32), (13, 6), (63, 60), (40, 32), (35, 96), (86, 78), (14, 66), (43, 25), (60, 79)]",7.364999999999999,6.282,5.821,6.736,10.437,17.803,29.512999999999998,95.85799999999999
171,"[0.3, 0.15, 0.1, 0.45, 0.5, 0.1, 0.4, 1, 5]","[(11, 23), (71, 96), (55, 89), (80, 76), (53, 18), (71, 31), (49, 25), (72, 58), (60, 89), (54, 54), (27, 31), (30, 1), (56, 8), (93, 98), (76, 79), (44, 4), (97, 44), (21, 82), (70, 39), (96, 89)]",8.041,8.523,7.382,7.484999999999999,18.994999999999997,23.39,26.674999999999997,69.547
172,"[0.1, 0.3, 0.0, 0.6, 0.55, 0.05, 0.4, 1, 5]","[(34, 40), (22, 73), (31, 30), (85, 97), (48, 76), (40, 52), (75, 77), (59, 72), (89, 54), (37, 9), (22, 98), (17, 2), (42, 84), (56, 85), (9, 13), (27, 1), (39, 92), (97, 6), (1, 8), (26, 16)]",6.896999999999999,7.076,7.193,6.109,27.326999999999998,25.656,31.619999999999997,119.80699999999999
173,"[0.2, 0.2, 0.0, 0.6, 0.55, 0.1, 0.35, 1, 5]","[(49, 12), (64, 13), (63, 66), (94, 71), (28, 88), (34, 44), (76, 97), (7, 92), (39, 19), (26, 26), (50, 89), (86, 83), (9, 74), (65, 9), (53, 40), (60, 79), (71, 90), (89, 51), (42, 7), (7, 23)]",5.976999999999999,6.25,6.920999999999999,6.519,14.963,22.102999999999998,28.567999999999998,85.324
174,"[0.2, 0.1, 0.15, 0.55, 0.7, 0.1, 0.2, 1, 5]","[(83, 89), (5, 46), (41, 53), (96, 21), (54, 80), (84, 87), (6, 92), (2, 92), (64, 68), (92, 83), (26, 99), (53, 5), (67, 36), (42, 12), (15, 89), (74, 70), (34, 84), (53, 30), (6, 84), (47, 67)]",6.064,5.584,5.574,5.245,13.046999999999999,15.325,26.288999999999998,75.211
175,"[0.1, 0.15, 0.05, 0.7, 0.55, 0.05, 0.4, 1, 1]","[(5, 87), (56, 71), (33, 80), (99, 96), (41, 33), (22, 31), (11, 42), (9, 99), (62, 67), (38, 4), (75, 16), (23, 88), (8, 93), (64, 4), (18, 25), (62, 32), (91, 68), (24, 80), (77, 53), (93, 12)]",6.213,6.324,6.021999999999999,6.129,8.738,12.524,22.573,67.488
176,"[0.15, 0.1, 0.15, 0.6, 0.25, 0.25, 0.5, 1, 5]","[(12, 43), (69, 8), (23, 17), (17, 33), (90, 37), (87, 13), (62, 25), (82, 96), (54, 12), (61, 45), (18, 33), (46, 48), (90, 78), (93, 20), (82, 70), (53, 22), (96, 36), (64, 15), (42, 68), (43, 90)]",8.334,6.101,6.75,6.901,9.190999999999999,10.35,26.072,72.377
177,"[0.2, 0.1, 0.0, 0.7, 0.6, 0.05, 0.35, 1, 5]","[(59, 11), (79, 29), (15, 72), (36, 53), (31, 72), (5, 65), (37, 29), (46, 17), (53, 90), (98, 82), (69, 15), (16, 20), (3, 49), (73, 60), (9, 64), (44, 32), (77, 69), (83, 76), (75, 88), (33, 54)]",6.8919999999999995,6.326,7.3069999999999995,6.141,10.753,17.896,26.872,93.06
178,"[0.35, 0.05, 0.1, 0.5, 0.55, 0.2, 0.25, 1, 7]","[(80, 73), (74, 58), (5, 92), (45, 50), (76, 75), (39, 47), (28, 41), (88, 86), (1, 24), (88, 78), (13, 35), (55, 15), (64, 13), (89, 93), (92, 25), (95, 56), (9, 21), (93, 76), (46, 59), (38, 68)]",7.036,7.332999999999999,7.367999999999999,6.4079999999999995,17.29,25.506999999999998,28.308,64.621
179,"[0.15, 0.15, 0.05, 0.65, 0.3, 0.25, 0.45, 1, 5]","[(37, 20), (53, 23), (45, 49), (57, 3), (73, 93), (87, 80), (96, 59), (94, 1), (95, 7), (14, 12), (32, 1), (26, 63), (15, 60), (84, 25), (13, 32), (98, 36), (39, 85), (47, 36), (98, 45), (91, 43)]",7.340999999999999,6.098999999999999,7.173,5.802,13.588999999999999,16.649,23.887,71.79299999999999
180,"[0.1, 0.1, 0.05, 0.75, 0.3, 0.15, 0.55, 1, 5]","[(44, 66), (58, 60), (30, 17), (53, 33), (93, 6), (36, 47), (28, 59), (87, 16), (20, 18), (86, 24), (41, 37), (24, 4), (96, 60), (57, 7), (67, 33), (55, 41), (98, 75), (81, 21), (45, 96), (83, 18)]",7.213,7.3469999999999995,6.202999999999999,5.739,11.125,12.802,22.706,54.306
181,"[0.35, 0.1, 0.1, 0.45, 0.6, 0.25, 0.15, 1, 5]","[(59, 94), (4, 23), (90, 11), (90, 21), (60, 89), (78, 57), (35, 78), (84, 88), (5, 69), (37, 41), (49, 63), (14, 34), (82, 67), (86, 88), (45, 45), (78, 76), (5, 46), (46, 92), (96, 54), (10, 37)]",7.3469999999999995,7.276999999999999,8.131,7.239999999999999,14.987,22.81,29.933999999999997,125.95299999999999
182,"[0.2, 0.2, 0.1, 0.5, 0.8, 0.0, 0.2, 1, 5]","[(32, 27), (57, 61), (30, 84), (11, 93), (25, 59), (33, 77), (79, 97), (60, 75), (48, 77), (93, 57), (36, 60), (29, 51), (29, 68), (90, 10), (5, 5), (78, 97), (17, 9), (97, 87), (15, 65), (69, 66)]",8.007,6.561,7.922,7.175999999999999,19.029,21.317,27.145,130.138
183,"[0.25, 0.15, 0.15, 0.45, 0.6, 0.15, 0.25, 1, 7]","[(11, 16), (36, 58), (35, 71), (54, 62), (77, 89), (90, 35), (90, 42), (69, 93), (26, 32), (8, 93), (32, 22), (92, 95), (82, 86), (58, 97), (92, 36), (71, 32), (51, 90), (30, 3), (4, 74), (38, 86)]",7.159999999999999,6.824,7.576,6.606999999999999,16.476,18.095,27.692,61.712999999999994
184,"[0.05, 0.05, 0.15, 0.75, 0.45, 0.1, 0.45, 1, 3]","[(58, 62), (33, 26), (45, 41), (72, 20), (71, 8), (39, 76), (24, 72), (78, 16), (80, 29), (33, 37), (39, 52), (2, 66), (88, 66), (46, 70), (11, 10), (88, 1), (28, 97), (36, 7), (58, 23), (24, 57)]",6.377,6.257,6.526,5.418,13.138,11.804,25.041,46.891
185,"[0.15, 0.05, 0.1, 0.7, 0.55, 0.05, 0.4, 1, 3]","[(88, 72), (3, 2), (39, 19), (31, 56), (36, 89), (95, 75), (29, 69), (21, 45), (61, 97), (19, 23), (10, 98), (99, 18), (23, 22), (71, 3), (33, 62), (48, 24), (15, 54), (4, 90), (64, 70), (91, 32)]",5.8389999999999995,6.162,5.47,6.199999999999999,10.511,19.645,24.95,72.012
186,"[0.25, 0.25, 0.1, 0.4, 0.55, 0.2, 0.25, 1, 5]","[(63, 90), (51, 60), (1, 21), (42, 67), (11, 48), (67, 97), (73, 92), (95, 94), (87, 28), (5, 41), (88, 49), (69, 5), (62, 95), (52, 12), (63, 62), (51, 72), (17, 26), (86, 55), (76, 47), (12, 61)]",7.545,6.989,8.668,7.178,18.557,30.198999999999998,27.756999999999998,121.75699999999999
187,"[0.05, 0.2, 0.15, 0.6, 0.45, 0.15, 0.4, 1, 3]","[(50, 93), (39, 70), (90, 11), (95, 88), (18, 85), (20, 62), (71, 49), (71, 58), (87, 31), (66, 15), (77, 5), (49, 35), (68, 26), (37, 57), (51, 68), (89, 25), (27, 39), (77, 21), (51, 59), (16, 20)]",7.2379999999999995,6.173,6.3389999999999995,6.669,10.318999999999999,12.729,27.101,66.464
188,"[0.25, 0.25, 0.0, 0.5, 0.55, 0.1, 0.35, 1, 5]","[(10, 36), (78, 82), (71, 74), (47, 90), (66, 96), (88, 12), (72, 18), (91, 52), (65, 27), (72, 65), (68, 24), (83, 63), (59, 72), (43, 7), (1, 30), (41, 43), (14, 82), (69, 27), (99, 61), (58, 64)]",6.553,6.8309999999999995,6.553,7.104,15.905999999999999,27.151999999999997,31.294999999999998,133.32399999999998
189,"[0.05, 0.1, 0.25, 0.6, 0.45, 0.2, 0.35, 1, 1]","[(19, 60), (6, 96), (40, 29), (3, 6), (29, 88), (91, 49), (33, 55), (95, 25), (88, 93), (36, 82), (45, 96), (33, 65), (71, 46), (48, 14), (32, 6), (40, 32), (33, 97), (96, 34), (6, 14), (60, 40)]",8.049999999999999,7.218999999999999,7.577,6.592,15.376999999999999,13.231,23.099,76.959
190,"[0.1, 0.15, 0.05, 0.7, 0.55, 0.1, 0.35, 1, 1]","[(35, 68), (13, 57), (74, 48), (12, 48), (69, 65), (99, 62), (65, 96), (16, 94), (21, 26), (6, 99), (65, 59), (12, 61), (30, 89), (37, 30), (90, 9), (60, 5), (61, 11), (22, 53), (2, 27), (73, 4)]",6.76,6.879,6.654999999999999,7.412,21.026999999999997,17.534,27.419,81.932
191,"[0.2, 0.15, 0.1, 0.55, 0.6, 0.05, 0.35, 1, 5]","[(29, 26), (41, 72), (57, 5), (69, 66), (13, 33), (59, 70), (97, 57), (11, 43), (91, 78), (79, 78), (41, 71), (40, 98), (10, 60), (16, 90), (76, 11), (51, 19), (2, 95), (5, 20), (55, 94), (93, 13)]",6.396999999999999,5.755999999999999,7.2139999999999995,6.358,18.916999999999998,20.304,29.517,126.19099999999999
192,"[0.1, 0.2, 0.1, 0.6, 0.45, 0.1, 0.45, 1, 5]","[(39, 25), (5, 10), (66, 76), (72, 65), (1, 56), (96, 35), (10, 10), (21, 55), (60, 23), (65, 7), (45, 9), (49, 82), (11, 13), (2, 79), (55, 64), (49, 59), (98, 28), (97, 55), (42, 46), (68, 27)]",7.058,5.68,7.492999999999999,4.79,14.283999999999999,13.716999999999999,25.503999999999998,87.369
193,"[0.05, 0.3, 0.25, 0.4, 0.65, 0.25, 0.1, 1, 3]","[(75, 41), (82, 39), (48, 90), (13, 57), (2, 48), (56, 55), (60, 48), (75, 25), (91, 63), (35, 83), (74, 59), (15, 70), (21, 77), (88, 51), (5, 61), (72, 65), (38, 7), (51, 40), (64, 58), (64, 65)]",6.37,6.023,7.4959999999999996,6.332,13.446,24.520999999999997,33.933,116.396
194,"[0.2, 0.0, 0.35, 0.45, 0.55, 0.05, 0.4, 1, 0]","[(93, 34), (30, 54), (61, 54), (47, 30), (48, 63), (97, 29), (42, 62), (49, 21), (95, 85), (31, 93), (62, 53), (86, 97), (1, 23), (11, 86), (27, 24), (33, 27), (76, 94), (78, 92), (32, 3), (55, 29)]",7.460999999999999,7.688,6.794,6.433,14.254,17.718,17.973,46.065
195,"[0.1, 0.25, 0.05, 0.6, 0.6, 0.1, 0.3, 1, 5]","[(61, 79), (27, 54), (40, 52), (86, 15), (30, 70), (54, 91), (22, 66), (17, 59), (64, 64), (98, 85), (6, 50), (84, 58), (4, 29), (54, 17), (37, 4), (81, 36), (95, 78), (58, 17), (1, 9), (60, 65)]",6.872999999999999,6.548,6.800999999999999,7.601,19.131,25.13,27.634,122.982
196,"[0.25, 0.2, 0.1, 0.45, 0.6, 0.15, 0.25, 1, 5]","[(67, 77), (93, 58), (36, 76), (42, 83), (53, 85), (96, 66), (92, 65), (4, 44), (34, 2), (2, 45), (13, 43), (37, 72), (72, 60), (80, 12), (38, 10), (3, 8), (57, 26), (93, 88), (52, 66), (13, 72)]",7.302,6.452,6.803999999999999,6.281,25.410999999999998,31.578999999999997,27.799,144.88899999999998
197,"[0.35, 0.15, 0.05, 0.45, 0.7, 0.0, 0.3, 1, 5]","[(88, 80), (44, 63), (3, 14), (1, 60), (93, 63), (50, 90), (88, 66), (93, 85), (47, 97), (57, 22), (32, 77), (78, 9), (80, 4), (54, 13), (43, 93), (66, 3), (71, 83), (25, 54), (91, 85), (79, 98)]",8.054,7.851999999999999,8.147,6.896999999999999,14.568999999999999,25.602999999999998,26.767,123.30399999999999
198,"[0.15, 0.25, 0.05, 0.55, 0.7, 0.1, 0.2, 1, 5]","[(38, 95), (64, 27), (80, 63), (99, 77), (9, 64), (59, 67), (80, 5), (75, 57), (22, 70), (20, 90), (14, 93), (6, 18), (62, 40), (31, 82), (5, 74), (1, 26), (68, 91), (50, 90), (40, 46), (54, 78)]",6.968999999999999,5.973,6.0649999999999995,6.037999999999999,13.921,15.86,29.340999999999998,100.27799999999999
199,"[0.1, 0.2, 0.05, 0.65, 0.25, 0.25, 0.5, 1, 1]","[(1, 24), (78, 27), (61, 92), (99, 22), (91, 22), (32, 17), (18, 34), (83, 18), (36, 95), (7, 37), (30, 34), (67, 96), (19, 76), (83, 55), (97, 14), (98, 26), (17, 8), (86, 8), (85, 40), (87, 43)]",7.236,6.8469999999999995,6.372,6.0569999999999995,15.161,13.472,24.804,56.921
200,"[0.1, 0.1, 0.15, 0.65, 0.65, 0.15, 0.2, 1, 0]","[(44, 86), (48, 79), (24, 70), (65, 36), (37, 78), (3, 5), (89, 76), (7, 50), (34, 62), (70, 8), (55, 12), (18, 90), (47, 67), (38, 45), (53, 57), (1, 54), (14, 53), (80, 67), (45, 4), (24, 66)]",7.292,6.388,7.4799999999999995,6.6579999999999995,15.247,21.715999999999998,28.956999999999997,93.801
